car_drops_off_person,0
car_moves,1
car_picks_up_person,2
car_reverses,3
car_starts,4
car_stops,5
car_turns_left,6
car_turns_right,7
hand_interacts_with_person,447
person_abandons_package,448
person_adjusts_thermostat,8
person_applies_deodorant,9
person_applies_eye_makeup,10
person_applies_facial_moisturizer,11
person_applies_foundation_makeup,12
person_applies_lip_makeup,13
person_applies_shaving_cream,14
person_applies_sunscreen,15
person_arranges_flowers_in_vase,16
person_attaches_leash_to_dog,17
person_blows_into_hands,18
person_blows_nose,19
person_bounces_ball_on_floor,20
person_bows,21
person_braids_hair_of_person,22
person_brushes_hair,23
person_brushes_hair_of_person,24
person_brushes_teeth,25
person_bumps_into_person,26
person_bumps_into_table,27
person_bumps_into_wall,28
person_burns_hand,29
person_buttons_shirt,30
person_carries_bicycle,449
person_carries_furniture,449
person_carries_groceries,449
person_carries_heavy_object,449
person_carries_laundry_basket,449
person_carries_person_on_back,31
person_carries_person_on_shoulders,32
person_carries_person_over_shoulder,33
person_catches_dropped_object,34
person_catches_object_from_person,35
person_claps_hands,36
person_cleans_dryer_lint_trap,37
person_cleans_eyeglasses,38
person_cleans_table_with_rag,39
person_climbs_down_ladder,40
person_climbs_down_stairs,41
person_climbs_off_chair,42
person_climbs_off_couch,43
person_climbs_off_table,44
person_climbs_on_chair,45
person_climbs_on_couch,46
person_climbs_on_table,47
person_climbs_up_ladder,48
person_climbs_up_stairs,49
person_clips_fingernails,50
person_closes_box,51
person_closes_cabinet,52
person_closes_car_door,53
person_closes_car_hood,54
person_closes_car_trunk,55
person_closes_closet_door,450
person_closes_clothes_washer,56
person_closes_curtains,57
person_closes_dishwasher,58
person_closes_door_with_foot,450
person_closes_door_with_hip,450
person_closes_dresser_drawer,59
person_closes_facility_door,450
person_closes_gate,60
person_closes_home_window,61
person_closes_jar,62
person_closes_jewelry_box,63
person_closes_kitchen_drawer,64
person_closes_laptop,451
person_closes_mailbox,65
person_closes_microwave,66
person_closes_oven_door,67
person_closes_refrigerator,68
person_closes_sliding_door,69
person_closes_suitcase,70
person_covers_face_with_hands,71
person_covers_friend_with_blanket,72
person_covers_with_bedsheets,73
person_covers_with_blanket,74
person_cracks_knuckles,75
person_crates_dog,76
person_crawls,77
person_crawls_out_from_under_vehicle,78
person_crosses_arms,79
person_crosses_legs,80
person_crumples_paper,81
person_dances_in_place,82
person_discards_trash,83
person_dries_dish,84
person_dries_face_with_towel,85
person_dries_hair_with_hairdryer,86
person_dries_hair_with_towel,87
person_dries_hands_with_towel,88
person_drinks_from_beverage_can,89
person_drinks_from_bottle,90
person_drinks_from_cup,91
person_drinks_from_mug,92
person_drinks_from_shotglass,93
person_drinks_from_straw,94
person_drops_object,95
person_drums_on_chest,96
person_dusts_furniture,97
person_eats_apple,98
person_eats_banana,99
person_eats_snack_from_bag,100
person_eats_with_hands,101
person_eats_with_utensil,102
person_embraces_person,452
person_embraces_sitting_person,452
person_enters_car,103
person_enters_scene_through_structure,453
person_exercises_with_jumping_jacks,104
person_exercises_with_lunges,105
person_exercises_with_plank,106
person_exercises_with_pushup,107
person_exercises_with_situp,108
person_exits_car,109
person_exits_pool,110
person_exits_scene_through_structure,454
person_extinguishes_candle,111
person_falls_from_bed,112
person_falls_from_chair,113
person_falls_into_pool,114
person_falls_while_standing,115
person_feeds_cat,116
person_feeds_dog,117
person_files_fingernails,118
person_flips_down_car_wipers,119
person_flips_up_car_wipers,120
person_flosses,121
person_folds_blanket,122
person_folds_pants,123
person_folds_shirt,124
person_folds_socks,125
person_folds_tablecloth,126
person_folds_towel,127
person_gestures_arms_x,128
person_gestures_be_quiet,129
person_gestures_behind_me,130
person_gestures_blow_kiss,131
person_gestures_call_me,132
person_gestures_come_here,133
person_gestures_cut,134
person_gestures_hang_loose,135
person_gestures_heart,136
person_gestures_listen_closely,137
person_gestures_lower_hand,138
person_gestures_number_five,139
person_gestures_number_four,140
person_gestures_number_one,141
person_gestures_number_three,142
person_gestures_peace,143
person_gestures_raise_hand,144
person_gestures_stop,145
person_gestures_swipe_down,146
person_gestures_swipe_left,147
person_gestures_swipe_right,148
person_gestures_swipe_up,149
person_gestures_thumbs_down,150
person_gestures_thumbs_up,151
person_gestures_watch_closely,152
person_gestures_zoom_in,153
person_gestures_zoom_out,154
person_grabs_person_by_bicep,155
person_grabs_person_by_forearm,156
person_grabs_person_by_hair,157
person_grabs_person_by_shoulder,158
person_handstand,159
person_hikes_up_pants,160
person_hits_person_with_pillow,161
person_holds_hand,447
person_holds_object_above_head,162
person_hugs_cat,163
person_hugs_dog,164
person_hugs_person_from_behind,452
person_hugs_stuffed_animal,165
person_inserts_trashbag_into_trashcan,166
person_interacts_with_handheld_game,167
person_interacts_with_laptop,451
person_interacts_with_tablet,168
person_irons_clothes,169
person_jumps,170
person_jumps_into_pool,171
person_jumps_on_bed,172
person_jumps_on_couch,173
person_karate_chop,174
person_karate_kicks,175
person_kicks_car_tires,176
person_kicks_object_to_person,177
person_kisses_cheek_of_person,178
person_kneels,179
person_knocks_over_furniture,180
person_knocks_over_glass,181
person_laughs_with_person,182
person_leaves_scene_through_structure,454
person_licks_fingers,183
person_lies_down_on_bed,184
person_lies_down_on_couch,185
person_lies_down_on_floor,186
person_lifts_dummbells,187
person_lights_candle,188
person_loads_car,189
person_loads_clothes_into_suitcase,190
person_loads_clotheswasher,191
person_loads_dishwasher,192
person_loads_dryer,193
person_loads_groceries_into_cabinet,194
person_loads_groceries_into_refrigerator,195
person_locks_door_with_keys,196
person_looks_at_hands_in_lap,197
person_looks_at_wristwatch,198
person_looks_over_shoulder,199
person_makes_bed,200
person_mops,201
person_nods_head,202
person_nudges_person_with_elbow,203
person_opens_beverage_can,204
person_opens_box,205
person_opens_cabinet,206
person_opens_can_with_can_opener,207
person_opens_car_door,208
person_opens_car_hood,209
person_opens_car_trunk,210
person_opens_closet_door,455
person_opens_clothes_washer,211
person_opens_curtains,212
person_opens_dishwasher,213
person_opens_dresser_drawer,214
person_opens_facility_door,455
person_opens_gate,215
person_opens_home_window,216
person_opens_jar,217
person_opens_jewelry_box,218
person_opens_kitchen_drawer,219
person_opens_laptop,451
person_opens_mailbox,220
person_opens_microwave,221
person_opens_oven_door,222
person_opens_refrigerator,223
person_opens_sliding_door,224
person_opens_suitcase,225
person_paints_fingernails,226
person_pats_head,227
person_pets_cat,228
person_pets_dog,229
person_picks_up_object,456
person_picks_up_object_from_bed,456
person_picks_up_object_from_cabinet,456
person_picks_up_object_from_couch,456
person_picks_up_object_from_countertop,456
person_picks_up_object_from_floor,456
person_picks_up_object_from_shelf,456
person_picks_up_object_from_table,456
person_picks_up_person,230
person_plugs_into_electrical_socket,231
person_points_at_person,232
person_points_to_dog,233
person_polishes_car_with_rag,234
person_pounds_shoulders_of_person,235
person_pours_coffee_into_mug,236
person_pours_into_bowl,237
person_pours_liquid_into_cup,238
person_prays,239
person_pulls_out_chair,240
person_pulls_wheeled_cart,241
person_pulls_wheeled_trashcan,242
person_punches,243
person_purchases_from_cashier,457
person_purchases_from_machine,457
person_pushes_in_chair,244
person_pushes_wheeled_cart,245
person_pushes_wheeled_trashcan,246
person_puts_clothes_into_closet,247
person_puts_clothes_into_dresser,248
person_puts_down_object,458
person_puts_down_object_into_cabinet,458
person_puts_down_object_on_bed,458
person_puts_down_object_on_couch,458
person_puts_down_object_on_countertop,458
person_puts_down_object_on_floor,458
person_puts_down_object_on_shelf,458
person_puts_down_object_on_table,458
person_puts_down_person,249
person_puts_feet_up,250
person_puts_fingers_in_ear,251
person_puts_hair_in_ponytail,252
person_puts_hands_in_back_pockets,253
person_puts_object_in_cabinet,254
person_puts_object_into_backpack,255
person_puts_object_into_bag,256
person_puts_object_into_basket,257
person_puts_object_into_box,258
person_puts_object_into_kitchen_drawer,259
person_puts_object_into_microwave,260
person_puts_object_into_oven,261
person_puts_object_into_purse,262
person_puts_object_into_refrigerator,263
person_puts_object_into_toaster,264
person_puts_on_apron,265
person_puts_on_backpack,266
person_puts_on_belt,267
person_puts_on_boots,268
person_puts_on_earrings,269
person_puts_on_facemask,270
person_puts_on_glasses,271
person_puts_on_gloves,272
person_puts_on_hat,273
person_puts_on_headphones,274
person_puts_on_hoodie,275
person_puts_on_jacket,276
person_puts_on_necklace,277
person_puts_on_necktie,278
person_puts_on_pants,279
person_puts_on_ring,280
person_puts_on_scarf,281
person_puts_on_shirt,282
person_puts_on_shoes,283
person_puts_on_socks,284
person_puts_on_sunglasses,285
person_puts_on_wristwatch,286
person_puts_phone_into_pocket,287
person_puts_up_picture_frame,288
person_puts_up_smoke_detector,289
person_reads_book,459
person_reads_document,459
person_reads_magazine,459
person_reads_newspaper,459
person_removes_trashbag_from_trashcan,290
person_rides_bicycle,291
person_rubs_eyes,292
person_rubs_foot,293
person_rubs_neck,294
person_salutes,295
person_scratches_face,296
person_screws_lid_to_bottle,297
person_searches_in_backback,298
person_searches_in_bag,299
person_searches_in_box,300
person_searches_in_cabinet,301
person_searches_in_couch,302
person_searches_in_kitchen_drawer,303
person_searches_in_purse,304
person_searches_jewelry_box,305
person_searches_under_bed,306
person_searches_under_couch,307
person_sets_table,308
person_sets_upright_furniture,309
person_sets_upright_glass,310
person_shades_eyes,311
person_shakes_hand,447
